loss_train,loss_val,jaccard_train,jaccard_val
0.05150986835360527,0.05361799895763397,0.2838376462459564,0.18262267112731934
0.051070719957351685,0.05305027216672897,0.2848876416683197,0.18310172855854034
0.05209091678261757,0.05388897284865379,0.28461772203445435,0.18251565098762512
0.05193370208144188,0.05386943370103836,0.28555962443351746,0.18312060832977295
0.05128864571452141,0.05337084084749222,0.28265365958213806,0.18251819908618927
0.05113214999437332,0.053537435829639435,0.2879352271556854,0.18420854210853577
0.05120162293314934,0.05329122394323349,0.28729039430618286,0.18433451652526855
0.051710981875658035,0.053329985588788986,0.2857722342014313,0.1840020716190338
0.05091283842921257,0.05303608626127243,0.28804993629455566,0.1846427321434021
0.051389697939157486,0.05331739783287048,0.29171493649482727,0.18653196096420288
0.050648029893636703,0.053163446485996246,0.2888784110546112,0.1851068139076233
0.05203010514378548,0.05373707413673401,0.2842716872692108,0.1833694726228714
0.0519748330116272,0.05380509793758392,0.2870884835720062,0.18408963084220886
0.050647325813770294,0.052809759974479675,0.2879942059516907,0.18510733544826508
0.051091570407152176,0.053184736520051956,0.29062092304229736,0.18642070889472961
0.05116955190896988,0.0532335489988327,0.2909831702709198,0.1865224689245224
0.050999317318201065,0.05330382287502289,0.2935999631881714,0.187167227268219
0.05014071241021156,0.05298001319169998,0.2939750850200653,0.18742188811302185
0.05042143166065216,0.05258025974035263,0.2910729944705963,0.18715189397335052
0.05002402886748314,0.05271126702427864,0.29022857546806335,0.18566372990608215
0.05163341760635376,0.05375984311103821,0.29580745100975037,0.18816973268985748
0.05126941204071045,0.053238771855831146,0.2919384241104126,0.1867787092924118
0.0501946285367012,0.05255434662103653,0.29840806126594543,0.19109858572483063
0.05050712078809738,0.053065359592437744,0.2918796241283417,0.18661832809448242
0.05121402069926262,0.0529981404542923,0.29581815004348755,0.18910270929336548
0.0513271726667881,0.0533260703086853,0.2903960049152374,0.1864437609910965
0.050120506435632706,0.052688390016555786,0.2955012321472168,0.18893063068389893
0.05112114176154137,0.05311760678887367,0.28957659006118774,0.1859174519777298
0.05088745430111885,0.053048163652420044,0.2967025935649872,0.18966072797775269
0.050052616745233536,0.052725277841091156,0.2978246212005615,0.19029319286346436
0.05083126947283745,0.05291566252708435,0.2926934063434601,0.18788869678974152
0.05032733455300331,0.052595775574445724,0.2966328561306,0.18972302973270416
0.05015293136239052,0.05253410339355469,0.29656267166137695,0.18978728353977203
0.049710359424352646,0.052161987870931625,0.2945076525211334,0.18909792602062225
0.049832433462142944,0.052525609731674194,0.29362186789512634,0.1883735954761505
0.050149522721767426,0.05261837691068649,0.296534925699234,0.1897643655538559
0.0505167581140995,0.05275993421673775,0.2961968183517456,0.189494326710701
0.05078597366809845,0.052850574254989624,0.2955847680568695,0.1896936595439911
0.050676118582487106,0.05284766107797623,0.29275596141815186,0.18809838593006134
0.04963168129324913,0.052269600331783295,0.3000151216983795,0.1919819414615631
0.050641316920518875,0.052847571671009064,0.29544705152511597,0.18935394287109375
0.049604568630456924,0.05215561389923096,0.29883500933647156,0.19132256507873535
0.0501335971057415,0.052453383803367615,0.29644274711608887,0.19021566212177277
0.04986235871911049,0.05244560167193413,0.301640123128891,0.19259177148342133
0.05058106780052185,0.0527060329914093,0.2967361807823181,0.19078129529953003
0.04965156689286232,0.05227784067392349,0.3006042540073395,0.19211745262145996
0.050512608140707016,0.05261633172631264,0.2949685752391815,0.18964101374149323
0.04988965392112732,0.052515022456645966,0.2967314124107361,0.19014912843704224
0.05062601715326309,0.052915140986442566,0.3001226484775543,0.1915653496980667
0.04943125322461128,0.05222313851118088,0.29755866527557373,0.1903051733970642
6537
