loss
-0.5960925952489708
-0.6701964890199147
-0.6848364735994364
-0.6969751306378426
-0.7130713348636268
-0.7488187620868187
-0.8883719052602482
-0.900464044582022
-0.9002379802795212
-0.8974173627693737
-0.8967483234170728
-0.8967189193839139
-0.8978763696543318
-0.9007707119735097
-0.9049498682162969
-0.9121987253507547
-0.914875752283402
-0.9149178211029448
-0.9155725619039475
-0.9162296540201404
-0.9167331833335686
-0.9155594812190843
-0.9154043622921916
-0.9157764740361629
-0.915633158323054
-0.9149121048200739
-0.9152243530099266
-0.9147019253955319
-0.9151274555478656
-0.9140619843691294
-0.91561136388736
-0.914159921470666
-0.915205217624415
-0.915700722455765
-0.9158839016699215
-0.9146371006752192
-0.9152961698299876
-0.9150865233253984
-0.915176692346216
-0.9164080596333011
