loss
-0.9751173414710173
-0.9781394308981558
-0.9783995140847502
-0.9789426242440752
-0.9789277797526511
-0.9791656123706028
-0.9793331687111031
-0.9794267419735662
-0.979533069562784
-0.9800550696459218
-0.9800277269089339
-0.980085229862985
-0.9800367405506363
-0.9802190991203595
-0.980200949372622
-0.9805280162269981
-0.9802321942661528
-0.9802426173949519
-0.9801878602566629
-0.9803604428642225
