loss
-0.7376755057478068
-0.8653702091295589
-0.8730376774750337
-0.8757309719399885
-0.8827568792613788
-0.8897761048860815
-0.8981604182837579
-0.9065048411261747
-0.9156860818581167
-0.9234588934357079
-0.9303774979355726
-0.9356809164011383
-0.9399548755123237
-0.9435357884199574
-0.946210818570324
-0.9495307515536234
-0.9505907049004052
-0.9515108510971924
-0.9536267466703054
-0.9549901039342104
-0.9565718747081774
-0.9584712787408752
-0.9597214353116581
-0.96121703927391
-0.9620219248687997
-0.962653082347706
-0.9636974403019344
-0.9641862849412267
-0.9644358446796557
-0.9653798946335365
-0.9656626428998574
-0.9655575539346454
-0.9659081135568816
-0.9661824442813092
-0.9662047931415861
-0.9663719695491672
-0.9664527764785684
-0.9665777707270671
-0.9668126337316918
-0.9666590860301933
