loss_train,loss_val,jaccard_train,jaccard_val
0.7295948266983032,0.5086827278137207,0.10437259078025818,0.0879332572221756
0.6637168526649475,0.463567316532135,0.10571549832820892,0.0918465405702591
0.6797767281532288,0.471314936876297,0.09450298547744751,0.08577294647693634
0.6648775339126587,0.46020790934562683,0.11122550070285797,0.0947924330830574
0.7195286154747009,0.4918445348739624,0.10463553667068481,0.09427681565284729
0.6841659545898438,0.47753211855888367,0.10385140031576157,0.09753815084695816
0.7025437355041504,0.45211049914360046,0.10440070182085037,0.08913066238164902
0.6183673739433289,0.4657401442527771,0.12214657664299011,0.09030696749687195
0.6319728493690491,0.44386330246925354,0.1057584285736084,0.09405393898487091
0.6565006971359253,0.4473130702972412,0.11465014517307281,0.09201851487159729
0.6918282508850098,0.4741726219654083,0.09790629148483276,0.09504762291908264
0.6425601243972778,0.4711942970752716,0.10153523832559586,0.08764137327671051
0.6565812230110168,0.45941293239593506,0.11584613472223282,0.09294266998767853
0.7145246863365173,0.5002011060714722,0.09475895762443542,0.08859997987747192
0.6048581600189209,0.4589691758155823,0.11347951740026474,0.09285956621170044
0.680444061756134,0.45900923013687134,0.09897240996360779,0.09130280464887619
0.7125095725059509,0.45717549324035645,0.08963973075151443,0.0899106115102768
0.6743441820144653,0.4609416723251343,0.10200200974941254,0.09279382228851318
0.6834454536437988,0.45184820890426636,0.11539512872695923,0.08874531090259552
0.6691933870315552,0.48265355825424194,0.10294131189584732,0.08789782226085663
